text,topic,sentiment
→ https://t.co/rrpAYQK3uf Minnesota healthcare worker blasts 'idiots' after her anti-vax parents were hospitalized for COVID https://t.co/TfE2m4U1G8 #USA #News,ac,n
Creating 2 classes of citizens by way of vaccine passports is tantamount to bringing back racial segregation. https://t.co/2HNkFmQWME,v,n
"Doctors at UVA Health urge people to get vaccinated, get booster shots in order to protect against Omicron variant of COVID-19. https://t.co/AJQZoP5TOp",v,/
"Africans should not panic because of COVID and its variants. In fact, we should be taking advantage of this mess since we have shown we're resilient against the virus. We should open up and grab opportunities that have emerged from the pandemic.",ac,p
my mom wont let me go to school lmfao she says i cant bc im fresh after covid..which is true but im failing my math and physics classes😨😨😨😨,s,n
This time last year I was moving into my new house and found out I had COVID 😩😭,ac,n
"Johnson &amp; Johnson vaccine is now available

While a new choice of COVID-19 vaccine is being offered to Yukoners today, Dr. André Corriveau, the acting chief medical officer of health, has also reported another death of a Yukon citizen from COVID-19.

https://t.co/z4AGX5Zjru",v,/
"Updated: There were 970 new cases of COVID-19 reported in B.C. over the past three days, and while there were also 11 deaths reported, the number of active cases has now fallen below 3,000.  https://t.co/S8VswdgFPS",cs,/
What a speed of vaccine rollout https://t.co/s1Rh4nXeWT https://t.co/pvJ5TjDdUw,v,p
A Potential “Twindemic” Emerges—Flu Cases Surge Along With Covid-19 Cases - Forbes https://t.co/fQnQ3MEXEE,cs,/
Doctor and owner of Lübeck airport insists his improvised Covid jab is 97% effective https://t.co/XUrqZjWO3E,v,/
COMBATING LATEST COVID VARIANT - There are more questions than answers regarding the new COVID-19 variant named Omicron but the message remains clear: get vaccinated.  https://t.co/OoT5b0INu6,v,/
I was at least sort of keeping it a little bit together until @peetscoffee closed the Boulder store. That may have been the thing that sent me over the pandemic edge. Not sure sanity will return until that store reopens and its staff are rehired.,s,n
Andrews government secures extra vote on pandemic bill https://t.co/Epf0i2FYGE,s,/
We are no longer having a dialog on Covid. Everyone has dug in hard on every side. Not good.,ac,n
Handy that some of the side effects of #Omicron include ‘heart related complications’! I wonder if @pfizer or @AstraZeneca had any input in that discovery? 🤔,v,/
"My joints have been killing me since I had covid a month and a half ago, and nothing seems to really help or make it go away and it’s making weightlifting tough. Any recos?? 🥺😭",ac,n
Parents to be asked to reduce children's activities amid surging Covid cases https://t.co/3Fqdb0rNeQ,s,/
Pfizer really *not* coming through. They lost her prescription again and she keeps getting disconnected when she tries to call and gets put on hold for 30+ min each time. What the hell is wrong with their pharmacists? https://t.co/wqmW1qKgt4,v,n
"Typical Murdoch media... try to create and control the narrative and don't be overly bothered about the facts.

What the headline should say is that Omricon COVID is still very much an unknown and that an abundance of caution is advised.

https://t.co/J42mPmfkeE https://t.co/m2txPjGZQs",ac,/
"Me and the hubby have had our boosters. I'm a Pfizer, he's a Moderna.

Have you had your booster? https://t.co/13C0fJ2lbE",v,/
"CDC Funded Study Shows No Significant Difference in COVID-19 Transmission Between Vaccinated and Unvaccinated
https://t.co/8w6YCSC82O",ac,/
"President Rodrigo Duterte on Monday night said he favors mandatory vaccination against Covid-19 should the government’s Covid-19 task force start to implement the policy. | via @azereraser_PNA

https://t.co/rO1Qnh1qkA",v,/
"The only reason there's a delay into the end of this  Covid debacle and not straight into the Climate Change bullshit is because of the Storms and Snow and fact it's bloody FREEZING..

Not a great look to dive in with Primate Change when it's Baltic",s,/
"First prostate cancer then COVID, there is no keeping down Ron Tait and his pal Lord Sundowner.
https://t.co/zHoG1DlXCM",ac,/
Covid free for 4 days. Finally feeling great again and got a multi mile walk\run in with these guys.   They got an extra long walk since covid had me out of commission for a couple weeks!   Blessed healthy days ahead!  #husky #labrador #steps  Luke n’ Gunner days! https://t.co/0MPowXTOsD,ac,p
